Tarih,Kategori,Ürün,BirimFiyat,Adet,Kanal,Şehir,Tutar
2024-12-19,Yemek,Burger,124.43,1,Mağaza,İstanbul,124.43
2025-02-06,Tatlı,Cheesecake,95.31,3,Mağaza,İzmir,285.93
2025-07-06,İçecek,Limonata,31.36,2,Online,İstanbul,62.72
2025-03-12,İçecek,Soğuk Kahve,56.92,3,Online,İzmir,170.76
2025-01-11,Yemek,Makarna,116.55,3,Mağaza,Ankara,349.65
2025-01-01,Yemek,Pizza,184.14,6,Mağaza,İstanbul,1104.84
2025-05-16,İçecek,Çay,21.96,3,Online,İstanbul,65.88
2025-03-19,Tatlı,Dondurma,51.77,3,Mağaza,İzmir,155.31
2025-07-26,Tatlı,Dondurma,58.56,4,Online,Ankara,234.24
2025-01-05,Tatlı,Tiramisu,108.71,6,Online,İstanbul,652.26
2025-07-20,Yemek,Burger,152.23,2,Mağaza,Bursa,304.46
2025-07-17,Atıştırmalık,Muffin,37.63,2,Mağaza,İstanbul,75.26
2025-03-07,Atıştırmalık,Sandviç,71.42,1,Mağaza,Antalya,71.42
2025-05-13,Atıştırmalık,Muffin,41.32,4,Mağaza,İstanbul,165.28
2025-04-10,Atıştırmalık,Tost,61.08,1,Mağaza,İzmir,61.08
2025-02-11,Atıştırmalık,Kurabiye,28.72,1,Online,Ankara,28.72
2025-04-15,Yemek,Burger,122.61,4,Mağaza,Ankara,490.44
2025-03-07,Yemek,Burger,149.66,5,Mağaza,İstanbul,748.3
2025-04-02,Atıştırmalık,Tost,66.68,6,Online,İstanbul,400.08
2025-02-08,Yemek,Salata,136.92,1,Mağaza,İzmir,136.92
2025-05-18,Yemek,Burger,157.92,3,Mağaza,Bursa,473.76
2025-07-19,Atıştırmalık,Muffin,41.39,6,Mağaza,Ankara,248.34
2025-06-14,Tatlı,Tiramisu,114.73,5,Mağaza,İstanbul,573.65
2024-12-13,Yemek,Burger,151.82,4,Online,İstanbul,607.28
2025-01-18,Tatlı,Dondurma,58.78,2,Mağaza,İzmir,117.56
2025-01-29,Yemek,Burger,143.98,5,Mağaza,İstanbul,719.9
2025-04-09,Yemek,Salata,114.55,1,Mağaza,İstanbul,114.55
2025-06-06,Atıştırmalık,Muffin,36.02,3,Online,İzmir,108.06
2024-12-05,Yemek,Salata,129.24,6,Online,Ankara,775.44
2025-05-21,İçecek,Soğuk Kahve,54.24,1,Mağaza,İstanbul,54.24
2024-12-27,İçecek,Çay,18.27,1,Online,İstanbul,18.27
2025-05-09,Atıştırmalık,Sandviç,63.74,6,Mağaza,İzmir,382.44
2025-04-28,Tatlı,Tiramisu,121.85,3,Mağaza,İstanbul,365.55
2024-12-08,Tatlı,Dondurma,63.2,2,Online,Bursa,126.4
2025-07-18,Tatlı,Dondurma,60.83,4,Mağaza,İstanbul,243.32
2025-06-18,İçecek,Çay,19.41,1,Mağaza,İstanbul,19.41
2025-01-19,Tatlı,Tiramisu,107.72,5,Mağaza,İzmir,538.6
2025-02-05,Tatlı,Cheesecake,82.39,1,Mağaza,Ankara,82.39
2025-01-13,Atıştırmalık,Muffin,37.49,4,Mağaza,İstanbul,149.96
2025-04-04,Tatlı,Tiramisu,119.75,3,Mağaza,İstanbul,359.25
2025-01-27,İçecek,Soğuk Kahve,53.15,3,Mağaza,İstanbul,159.45
2024-12-03,İçecek,Limonata,33.78,1,Mağaza,İzmir,33.78
2025-02-24,İçecek,Limonata,29.92,2,Mağaza,İstanbul,59.84
2025-02-08,Atıştırmalık,Sandviç,69.11,5,Mağaza,İzmir,345.55
2025-04-09,Atıştırmalık,Tost,51.46,5,Online,Ankara,257.3
2025-07-03,Yemek,Burger,142.95,3,Mağaza,İzmir,428.85
2025-05-21,Tatlı,Cheesecake,95.19,1,Online,İzmir,95.19
2024-12-02,Atıştırmalık,Tost,66.12,5,Online,Ankara,330.6
2025-03-12,İçecek,Soğuk Kahve,56.35,1,Mağaza,İstanbul,56.35
2025-06-27,İçecek,Soğuk Kahve,52.09,2,Mağaza,İstanbul,104.18
2025-01-04,Atıştırmalık,Kurabiye,30.15,1,Mağaza,İstanbul,30.15
2025-03-08,Atıştırmalık,Muffin,40.28,2,Mağaza,İzmir,80.56
2025-07-03,Atıştırmalık,Tost,52.69,6,Mağaza,İzmir,316.14
2024-12-30,Yemek,Pizza,186.54,2,Mağaza,İstanbul,373.08
2025-03-26,İçecek,Çay,22.5,3,Mağaza,Bursa,67.5
2024-12-08,Yemek,Burger,131.56,4,Online,Ankara,526.24
2025-04-29,Yemek,Salata,124.56,1,Online,Ankara,124.56
2025-01-13,Tatlı,Dondurma,65.78,2,Mağaza,İstanbul,131.56
2025-06-04,İçecek,Kahve,45.16,2,Mağaza,İstanbul,90.32
2025-01-05,İçecek,Limonata,37.29,1,Mağaza,Ankara,37.29
2025-06-15,Atıştırmalık,Sandviç,66.03,6,Mağaza,İstanbul,396.18
2025-02-15,Atıştırmalık,Kurabiye,28.25,5,Online,Ankara,141.25
2025-07-09,Tatlı,Tiramisu,115.53,3,Online,Antalya,346.59
2024-12-31,Yemek,Makarna,138.01,2,Mağaza,İzmir,276.02
2025-01-16,Atıştırmalık,Sandviç,79.18,3,Mağaza,Ankara,237.54
2025-01-24,Atıştırmalık,Kurabiye,27.52,4,Mağaza,Ankara,110.08
2025-06-26,İçecek,Çay,19.81,2,Online,İstanbul,39.62
2025-03-16,İçecek,Kahve,41.63,2,Mağaza,Antalya,83.26
2025-06-08,Atıştırmalık,Kurabiye,26.22,2,Mağaza,Bursa,52.44
2025-05-07,İçecek,Limonata,33.98,1,Online,İzmir,33.98
2025-03-31,Tatlı,Tiramisu,105.84,1,Online,İstanbul,105.84
2025-01-24,Atıştırmalık,Sandviç,65.18,3,Online,İstanbul,195.54
2025-04-23,İçecek,Limonata,32.87,2,Mağaza,İstanbul,65.74
2024-12-12,Tatlı,Dondurma,57.49,5,Mağaza,Ankara,287.45
2025-04-24,İçecek,Çay,22.93,1,Mağaza,İstanbul,22.93
2025-04-23,İçecek,Soğuk Kahve,59.67,1,Online,İzmir,59.67
2025-04-19,İçecek,Limonata,30.5,1,Online,Ankara,30.5
2025-04-15,Atıştırmalık,Sandviç,77.82,6,Online,İstanbul,466.92
2025-06-30,Yemek,Makarna,135.2,5,Mağaza,İzmir,676.0
2024-12-03,İçecek,Soğuk Kahve,61.44,3,Online,İstanbul,184.32
2025-04-23,Tatlı,Dondurma,57.15,3,Mağaza,İzmir,171.45
2024-12-30,Atıştırmalık,Kurabiye,29.68,6,Mağaza,İstanbul,178.08
2025-07-25,Atıştırmalık,Tost,67.13,4,Mağaza,İstanbul,268.52
2024-12-23,Tatlı,Tiramisu,102.49,3,Mağaza,İstanbul,307.47
2025-03-02,İçecek,Limonata,39.36,3,Mağaza,Antalya,118.08
2025-03-25,Yemek,Burger,153.8,2,Online,Ankara,307.6
2025-03-14,İçecek,Soğuk Kahve,62.93,1,Online,İstanbul,62.93
2025-03-28,Tatlı,Cheesecake,89.99,3,Mağaza,İstanbul,269.97
2024-12-05,Atıştırmalık,Kurabiye,27.62,1,Mağaza,İzmir,27.62
2025-06-30,Yemek,Pizza,170.87,2,Mağaza,İstanbul,341.74
2025-03-14,Atıştırmalık,Sandviç,79.55,5,Mağaza,Antalya,397.75
2025-03-18,Tatlı,Dondurma,57.0,4,Mağaza,Antalya,228.0
2025-02-03,İçecek,Limonata,35.68,1,Online,İzmir,35.68
2025-03-31,Yemek,Makarna,126.24,2,Mağaza,Antalya,252.48
2024-12-30,Atıştırmalık,Tost,58.13,5,Online,İstanbul,290.65
2025-04-28,Atıştırmalık,Muffin,34.5,3,Online,İstanbul,103.5
2025-02-22,Atıştırmalık,Muffin,38.42,4,Mağaza,İstanbul,153.68
2025-06-16,İçecek,Kahve,49.72,2,Mağaza,İstanbul,99.44
2025-04-29,Yemek,Pizza,155.67,5,Online,Antalya,778.35
2025-06-28,İçecek,Çay,22.34,3,Mağaza,İstanbul,67.02
2025-06-18,İçecek,Soğuk Kahve,57.73,3,Online,Bursa,173.19
2025-07-19,İçecek,Limonata,36.23,2,Online,İzmir,72.46
2025-01-01,Tatlı,Cheesecake,98.59,3,Mağaza,İstanbul,295.77
2025-05-10,Tatlı,Cheesecake,89.19,4,Online,İstanbul,356.76
2024-12-16,Tatlı,Dondurma,58.47,1,Mağaza,İstanbul,58.47
2025-06-22,Yemek,Salata,130.77,3,Online,İstanbul,392.31
2025-01-07,İçecek,Limonata,32.97,2,Mağaza,Ankara,65.94
2025-08-01,İçecek,Çay,19.82,1,Online,Ankara,19.82
2025-07-14,Tatlı,Dondurma,51.35,3,Mağaza,Ankara,154.05
2025-04-21,İçecek,Soğuk Kahve,58.85,1,Online,İzmir,58.85
2025-01-05,İçecek,Çay,19.51,2,Mağaza,İstanbul,39.02
2025-07-13,Atıştırmalık,Sandviç,70.53,4,Mağaza,İstanbul,282.12
2025-04-30,İçecek,Soğuk Kahve,48.64,2,Mağaza,İzmir,97.28
2025-03-24,Atıştırmalık,Tost,68.85,1,Online,İstanbul,68.85
2025-07-25,İçecek,Kahve,42.33,1,Mağaza,İstanbul,42.33
2025-02-04,Yemek,Pizza,187.29,6,Mağaza,İzmir,1123.74
2025-03-15,Tatlı,Tiramisu,112.68,2,Online,Antalya,225.36
2025-02-23,Atıştırmalık,Kurabiye,32.57,1,Online,Bursa,32.57
2024-12-02,Tatlı,Tiramisu,103.2,1,Mağaza,İstanbul,103.2
2025-07-07,Atıştırmalık,Tost,64.61,1,Online,Ankara,64.61
2025-06-19,Atıştırmalık,Muffin,36.66,4,Mağaza,İstanbul,146.64
2025-06-11,Atıştırmalık,Sandviç,68.13,5,Online,Antalya,340.65
2025-02-13,Yemek,Salata,126.22,6,Online,İstanbul,757.32
2025-02-05,İçecek,Çay,21.71,2,Mağaza,İstanbul,43.42
2025-05-29,Atıştırmalık,Tost,63.0,2,Mağaza,Bursa,126.0
2025-06-08,Yemek,Makarna,145.6,5,Mağaza,Antalya,728.0
2025-04-30,Atıştırmalık,Muffin,35.55,4,Mağaza,İzmir,142.2
2025-05-03,İçecek,Limonata,39.21,3,Online,İstanbul,117.63
2025-06-14,Atıştırmalık,Sandviç,62.25,5,Mağaza,Ankara,311.25
2025-06-28,Yemek,Makarna,136.22,5,Online,İzmir,681.1
2025-01-24,İçecek,Limonata,35.5,3,Mağaza,Ankara,106.5
2024-12-06,Yemek,Burger,139.77,4,Online,İstanbul,559.08
2025-05-12,İçecek,Çay,18.87,3,Online,İstanbul,56.61
2025-04-29,İçecek,Limonata,35.04,2,Online,Bursa,70.08
2025-05-20,Tatlı,Tiramisu,98.84,4,Mağaza,Ankara,395.36
2025-04-22,Tatlı,Cheesecake,91.28,5,Mağaza,İzmir,456.4
2025-02-24,Tatlı,Tiramisu,96.76,1,Mağaza,İstanbul,96.76
2025-01-29,İçecek,Soğuk Kahve,56.19,2,Mağaza,Ankara,112.38
2025-03-11,Atıştırmalık,Tost,52.72,6,Mağaza,Antalya,316.32
2025-08-01,Yemek,Pizza,161.66,3,Online,İstanbul,484.98
2025-07-22,Yemek,Makarna,113.83,1,Mağaza,İzmir,113.83
2024-12-12,Yemek,Burger,135.02,1,Mağaza,İstanbul,135.02
2025-07-27,Tatlı,Tiramisu,121.28,5,Mağaza,İstanbul,606.4
2025-01-18,İçecek,Çay,22.44,1,Mağaza,İzmir,22.44
2025-01-11,Tatlı,Tiramisu,95.87,5,Mağaza,İzmir,479.35
2025-05-15,Atıştırmalık,Muffin,39.53,2,Online,İzmir,79.06
2025-02-20,İçecek,Çay,21.11,3,Mağaza,İstanbul,63.33
2025-05-22,Yemek,Burger,141.42,6,Online,İstanbul,848.52
2025-01-04,Tatlı,Dondurma,63.01,2,Mağaza,Bursa,126.02
2025-05-07,Tatlı,Dondurma,55.21,3,Online,İstanbul,165.63
2025-07-04,Atıştırmalık,Sandviç,69.78,1,Mağaza,İzmir,69.78
2025-07-22,Atıştırmalık,Kurabiye,29.02,3,Online,İstanbul,87.06
2025-05-07,Tatlı,Dondurma,52.61,5,Mağaza,Antalya,263.05
2025-06-24,Atıştırmalık,Tost,62.26,4,Mağaza,Bursa,249.04
2025-04-13,Yemek,Salata,119.83,5,Mağaza,İstanbul,599.15
2025-02-05,Atıştırmalık,Muffin,35.44,4,Online,İzmir,141.76
2025-02-18,Atıştırmalık,Kurabiye,29.76,1,Online,İstanbul,29.76
2024-12-07,Tatlı,Dondurma,64.96,1,Mağaza,İstanbul,64.96
2025-05-29,Tatlı,Cheesecake,103.6,6,Mağaza,Ankara,621.6
2024-12-14,İçecek,Soğuk Kahve,57.47,2,Mağaza,Ankara,114.94
2025-02-11,İçecek,Çay,19.81,1,Mağaza,İstanbul,19.81
2025-04-22,Tatlı,Cheesecake,97.16,2,Mağaza,Ankara,194.32
2025-04-28,Atıştırmalık,Sandviç,67.59,4,Mağaza,İstanbul,270.36
2025-05-12,Atıştırmalık,Muffin,33.74,3,Online,İstanbul,101.22
2025-02-04,İçecek,Limonata,33.8,1,Online,Ankara,33.8
2025-03-01,İçecek,Limonata,35.32,3,Mağaza,Ankara,105.96
2025-04-09,İçecek,Soğuk Kahve,56.63,1,Mağaza,İzmir,56.63
2025-05-12,Yemek,Burger,158.3,2,Mağaza,Ankara,316.6
2025-06-28,Yemek,Pizza,194.98,5,Mağaza,Bursa,974.9
2025-06-24,İçecek,Limonata,31.35,2,Mağaza,Ankara,62.7
2024-12-20,Atıştırmalık,Tost,54.14,4,Mağaza,İstanbul,216.56
2025-06-28,İçecek,Limonata,30.81,2,Online,Ankara,61.62
2024-12-10,Yemek,Burger,150.0,4,Online,İzmir,600.0
2024-12-25,Atıştırmalık,Kurabiye,31.86,4,Mağaza,Ankara,127.44
2025-06-12,Yemek,Burger,160.43,1,Mağaza,İzmir,160.43
2024-12-25,Atıştırmalık,Tost,60.4,2,Online,İstanbul,120.8
2025-01-23,Yemek,Salata,131.75,6,Online,İstanbul,790.5
2025-01-02,Atıştırmalık,Sandviç,71.61,1,Mağaza,İzmir,71.61
2025-05-13,Atıştırmalık,Tost,66.73,2,Online,İstanbul,133.46
2025-03-05,Atıştırmalık,Muffin,40.52,4,Mağaza,Ankara,162.08
2024-12-14,Atıştırmalık,Kurabiye,31.29,2,Mağaza,Ankara,62.58
2025-02-03,Tatlı,Cheesecake,96.86,3,Mağaza,Ankara,290.58
2025-03-20,Yemek,Salata,128.03,6,Online,Ankara,768.18
2025-02-18,Yemek,Salata,117.11,1,Mağaza,İstanbul,117.11
2025-01-23,Tatlı,Dondurma,52.74,6,Mağaza,Antalya,316.44
2025-07-26,Atıştırmalık,Muffin,32.76,4,Online,İzmir,131.04
2025-04-04,Atıştırmalık,Sandviç,69.56,3,Online,İstanbul,208.68
2025-05-29,Yemek,Salata,123.57,2,Online,İstanbul,247.14
2025-04-10,Tatlı,Cheesecake,83.0,2,Mağaza,İstanbul,166.0
2025-07-15,Atıştırmalık,Muffin,35.57,3,Online,İzmir,106.71
2025-05-18,Atıştırmalık,Sandviç,66.26,2,Mağaza,İstanbul,132.52
2025-04-13,Atıştırmalık,Tost,61.13,1,Mağaza,İstanbul,61.13
2024-12-25,İçecek,Soğuk Kahve,51.34,3,Mağaza,İstanbul,154.02
2025-04-20,Tatlı,Cheesecake,83.48,2,Mağaza,Ankara,166.96
2025-03-27,Atıştırmalık,Muffin,34.18,4,Mağaza,İzmir,136.72
2025-07-14,İçecek,Limonata,31.58,3,Online,Ankara,94.74
2025-04-15,Tatlı,Dondurma,66.17,6,Mağaza,Bursa,397.02
2025-04-28,Atıştırmalık,Tost,56.12,4,Mağaza,İstanbul,224.48
2025-07-14,Yemek,Salata,127.73,2,Mağaza,Ankara,255.46
2025-06-14,İçecek,Soğuk Kahve,56.12,3,Mağaza,İstanbul,168.36
2024-12-25,İçecek,Çay,22.86,3,Mağaza,Ankara,68.58
2025-02-17,Atıştırmalık,Muffin,35.41,1,Online,Ankara,35.41
2025-02-06,Atıştırmalık,Muffin,34.11,5,Online,İstanbul,170.55
2025-05-22,İçecek,Limonata,30.3,2,Online,İstanbul,60.6
2025-06-06,Yemek,Burger,129.12,1,Mağaza,İzmir,129.12
2024-12-12,Yemek,Salata,126.63,2,Mağaza,İstanbul,253.26
2025-01-01,Tatlı,Cheesecake,83.18,5,Mağaza,İstanbul,415.9
2025-04-07,Atıştırmalık,Sandviç,64.64,1,Online,Antalya,64.64
2025-03-06,Yemek,Makarna,143.86,1,Mağaza,Ankara,143.86
2025-03-02,Tatlı,Cheesecake,97.36,5,Mağaza,İzmir,486.8
2025-04-20,Yemek,Burger,121.92,4,Mağaza,İzmir,487.68
2024-12-31,Atıştırmalık,Kurabiye,25.93,3,Mağaza,İstanbul,77.79
2025-02-16,Tatlı,Dondurma,52.1,4,Mağaza,İstanbul,208.4
2024-12-20,Tatlı,Cheesecake,107.59,2,Mağaza,İzmir,215.18
2025-04-25,Tatlı,Dondurma,66.3,4,Online,İzmir,265.2
2025-07-09,Yemek,Burger,154.49,6,Online,İstanbul,926.94
2025-01-29,Atıştırmalık,Tost,67.64,3,Mağaza,İstanbul,202.92
2025-06-09,Tatlı,Tiramisu,110.17,3,Mağaza,İstanbul,330.51
2025-04-13,İçecek,Kahve,41.59,1,Online,İzmir,41.59
2025-05-09,Atıştırmalık,Muffin,36.88,6,Mağaza,İstanbul,221.28
2025-03-03,İçecek,Soğuk Kahve,58.61,3,Mağaza,Bursa,175.83
2025-01-12,İçecek,Limonata,38.95,3,Online,Antalya,116.85
2025-04-09,Tatlı,Tiramisu,107.86,4,Mağaza,İzmir,431.44
2025-01-29,Tatlı,Dondurma,60.64,4,Mağaza,İzmir,242.56
2025-04-30,Yemek,Salata,135.54,5,Mağaza,İstanbul,677.7
2025-06-29,Yemek,Burger,123.51,1,Mağaza,İstanbul,123.51
2024-12-31,Yemek,Makarna,144.13,6,Mağaza,Ankara,864.78
2025-07-31,Atıştırmalık,Muffin,34.12,1,Mağaza,İstanbul,34.12
2024-12-05,Yemek,Burger,139.32,1,Mağaza,İstanbul,139.32
2025-06-29,İçecek,Çay,18.31,2,Mağaza,İzmir,36.62
2025-05-11,Yemek,Salata,123.71,3,Mağaza,Ankara,371.13
2024-12-10,Tatlı,Cheesecake,96.67,5,Mağaza,İzmir,483.35
2025-02-27,Yemek,Salata,115.68,2,Mağaza,İstanbul,231.36
2025-04-09,Atıştırmalık,Tost,66.54,2,Mağaza,İstanbul,133.08
2025-04-05,Atıştırmalık,Sandviç,73.36,2,Mağaza,Ankara,146.72
2024-12-11,İçecek,Soğuk Kahve,58.65,1,Mağaza,Antalya,58.65
2025-05-27,Atıştırmalık,Kurabiye,26.86,5,Mağaza,İzmir,134.3
2025-05-08,Yemek,Makarna,144.94,6,Mağaza,İstanbul,869.64
2025-01-25,Tatlı,Cheesecake,85.51,5,Mağaza,İstanbul,427.55
2025-06-25,Atıştırmalık,Muffin,34.84,3,Mağaza,Bursa,104.52
2025-06-19,İçecek,Kahve,39.98,3,Online,İstanbul,119.94
2025-07-03,Yemek,Makarna,127.67,1,Mağaza,İstanbul,127.67
2025-02-21,İçecek,Soğuk Kahve,61.4,1,Mağaza,İstanbul,61.4
2025-04-16,Atıştırmalık,Muffin,35.18,1,Mağaza,Ankara,35.18
2025-03-09,Atıştırmalık,Kurabiye,28.86,2,Online,İstanbul,57.72
2025-04-28,İçecek,Kahve,49.67,2,Mağaza,İstanbul,99.34
2025-02-11,Yemek,Salata,124.24,3,Mağaza,Ankara,372.72
2025-05-05,Atıştırmalık,Muffin,40.87,2,Mağaza,İstanbul,81.74
2025-06-08,Tatlı,Dondurma,54.85,4,Mağaza,Ankara,219.4
2025-07-26,Atıştırmalık,Sandviç,74.55,6,Online,Ankara,447.3
2025-03-25,Yemek,Burger,128.56,6,Online,Ankara,771.36
2024-12-07,Atıştırmalık,Sandviç,80.23,2,Mağaza,İstanbul,160.46
2025-02-18,İçecek,Çay,20.36,3,Mağaza,Ankara,61.08
2025-04-23,Atıştırmalık,Muffin,40.23,5,Online,İstanbul,201.15
2025-03-07,Atıştırmalık,Tost,53.13,5,Mağaza,İstanbul,265.65
2024-12-04,Yemek,Makarna,120.28,6,Mağaza,Ankara,721.68
2024-12-04,İçecek,Limonata,31.22,3,Online,Ankara,93.66
2025-03-13,Yemek,Makarna,125.72,2,Mağaza,İstanbul,251.44
2025-01-09,Atıştırmalık,Kurabiye,28.06,5,Online,İstanbul,140.3
2024-12-17,Tatlı,Tiramisu,117.69,3,Mağaza,İstanbul,353.07
2025-03-11,Atıştırmalık,Sandviç,61.78,6,Mağaza,İzmir,370.68
2025-03-13,Yemek,Burger,150.59,4,Mağaza,Ankara,602.36
2025-04-03,Tatlı,Cheesecake,82.05,5,Online,İzmir,410.25
2025-01-21,Yemek,Burger,127.48,3,Mağaza,İzmir,382.44
2025-07-09,Yemek,Burger,152.26,3,Mağaza,Bursa,456.78
2025-01-21,İçecek,Soğuk Kahve,59.01,3,Online,İstanbul,177.03
2025-05-13,Tatlı,Cheesecake,94.33,6,Mağaza,İstanbul,565.98
2025-04-03,Atıştırmalık,Kurabiye,25.95,2,Mağaza,İzmir,51.9
2025-05-15,Yemek,Makarna,134.29,4,Mağaza,İstanbul,537.16
2025-07-19,Atıştırmalık,Kurabiye,29.16,4,Mağaza,Ankara,116.64
2025-05-27,İçecek,Çay,18.9,3,Mağaza,İstanbul,56.7
2025-02-01,İçecek,Limonata,36.47,2,Mağaza,Bursa,72.94
2025-07-17,Tatlı,Dondurma,58.86,6,Online,İstanbul,353.16
2025-03-26,İçecek,Kahve,39.5,1,Mağaza,İstanbul,39.5
2025-06-09,İçecek,Çay,22.5,2,Online,İzmir,45.0
2025-01-31,Atıştırmalık,Tost,65.01,3,Mağaza,İstanbul,195.03
2025-07-15,İçecek,Limonata,30.34,2,Online,Antalya,60.68
2024-12-07,İçecek,Limonata,35.26,1,Mağaza,İstanbul,35.26
2025-05-04,Yemek,Pizza,157.5,3,Mağaza,İzmir,472.5
2025-03-02,İçecek,Limonata,38.54,2,Mağaza,İstanbul,77.08
2025-07-02,Yemek,Salata,124.07,5,Mağaza,İzmir,620.35
2024-12-14,İçecek,Soğuk Kahve,49.6,3,Mağaza,Bursa,148.8
2025-06-17,İçecek,Çay,17.12,1,Mağaza,İzmir,17.12
2025-07-17,Tatlı,Dondurma,51.57,3,Mağaza,İzmir,154.71
2025-02-24,Tatlı,Tiramisu,110.24,2,Mağaza,İstanbul,220.48
2025-04-12,Yemek,Salata,128.44,2,Mağaza,Bursa,256.88
2025-06-01,İçecek,Soğuk Kahve,48.74,1,Online,Ankara,48.74
2025-04-09,Atıştırmalık,Kurabiye,27.49,1,Online,Bursa,27.49
2025-01-31,Tatlı,Dondurma,56.89,4,Mağaza,İzmir,227.56
2025-07-07,Atıştırmalık,Tost,54.93,4,Mağaza,İstanbul,219.72
2025-04-28,Tatlı,Dondurma,58.04,6,Mağaza,Ankara,348.24
2025-07-18,Tatlı,Tiramisu,111.97,6,Online,İstanbul,671.82
2025-02-17,İçecek,Limonata,36.94,1,Online,İzmir,36.94
2025-04-28,Tatlı,Tiramisu,125.3,1,Mağaza,İstanbul,125.3
2025-04-17,Atıştırmalık,Kurabiye,33.88,3,Mağaza,İstanbul,101.64
2025-07-03,Tatlı,Dondurma,61.26,4,Mağaza,Antalya,245.04
2025-01-27,Yemek,Makarna,139.13,2,Mağaza,Bursa,278.26
2025-03-30,İçecek,Kahve,51.09,2,Mağaza,Bursa,102.18
2025-05-16,İçecek,Soğuk Kahve,48.13,2,Mağaza,İzmir,96.26
2025-04-12,Yemek,Makarna,110.72,1,Mağaza,İzmir,110.72
2025-02-03,Yemek,Salata,103.07,1,Mağaza,İzmir,103.07
2024-12-13,Yemek,Makarna,132.47,4,Online,İstanbul,529.88
2025-07-01,Tatlı,Cheesecake,102.49,5,Mağaza,Bursa,512.45
2025-07-06,İçecek,Soğuk Kahve,52.81,2,Mağaza,Bursa,105.62
2025-07-30,Yemek,Burger,141.9,6,Mağaza,İzmir,851.4
2025-07-25,Tatlı,Dondurma,60.29,4,Mağaza,Bursa,241.16
2025-07-01,Yemek,Burger,122.98,5,Online,Ankara,614.9
2025-05-30,Atıştırmalık,Kurabiye,28.39,6,Mağaza,İstanbul,170.34
2025-02-20,Atıştırmalık,Kurabiye,25.67,6,Mağaza,Antalya,154.02
2025-07-17,İçecek,Kahve,39.74,1,Mağaza,Ankara,39.74
2025-05-22,Tatlı,Tiramisu,120.29,6,Mağaza,Ankara,721.74
2025-05-09,Atıştırmalık,Muffin,41.76,1,Online,İstanbul,41.76
2025-05-13,Atıştırmalık,Kurabiye,32.72,1,Mağaza,Ankara,32.72
2025-06-27,Tatlı,Cheesecake,101.46,1,Mağaza,İzmir,101.46
2025-07-15,Yemek,Salata,130.56,2,Mağaza,Ankara,261.12
2025-07-29,Tatlı,Tiramisu,115.64,1,Mağaza,Ankara,115.64
2025-06-06,Yemek,Salata,126.11,1,Mağaza,İstanbul,126.11
2025-04-18,Atıştırmalık,Sandviç,73.51,4,Mağaza,Ankara,294.04
2025-06-09,Atıştırmalık,Kurabiye,30.13,5,Mağaza,Bursa,150.65
2025-04-28,Atıştırmalık,Muffin,36.44,5,Online,İstanbul,182.2
2025-01-21,İçecek,Limonata,37.42,1,Mağaza,İstanbul,37.42
2025-06-01,İçecek,Çay,18.79,2,Mağaza,İstanbul,37.58
2025-03-27,İçecek,Limonata,35.45,2,Mağaza,Bursa,70.9
2024-12-26,Tatlı,Dondurma,58.8,6,Mağaza,İzmir,352.8
2025-06-14,Atıştırmalık,Sandviç,65.31,4,Mağaza,Antalya,261.24
2025-01-03,Atıştırmalık,Sandviç,79.97,4,Mağaza,Ankara,319.88
2025-01-21,Tatlı,Cheesecake,88.12,4,Mağaza,Ankara,352.48
2025-03-22,İçecek,Kahve,42.43,2,Online,İzmir,84.86
2025-02-20,Tatlı,Cheesecake,85.36,2,Mağaza,İstanbul,170.72
2025-07-20,İçecek,Kahve,49.36,2,Online,İstanbul,98.72
2025-07-15,Atıştırmalık,Kurabiye,30.78,4,Online,Ankara,123.12
2025-07-21,Yemek,Burger,144.75,3,Online,İstanbul,434.25
2025-07-09,İçecek,Limonata,38.37,2,Mağaza,İstanbul,76.74
2025-05-29,Atıştırmalık,Kurabiye,28.59,1,Online,İstanbul,28.59
2025-05-06,Atıştırmalık,Muffin,34.51,6,Online,İstanbul,207.06
2025-05-15,Yemek,Burger,127.33,5,Mağaza,İstanbul,636.65
2025-01-11,Atıştırmalık,Sandviç,74.89,6,Mağaza,İzmir,449.34
2024-12-21,Atıştırmalık,Muffin,39.3,2,Mağaza,İstanbul,78.6
2025-01-11,İçecek,Limonata,31.92,1,Mağaza,İstanbul,31.92
2025-04-20,İçecek,Limonata,31.27,2,Mağaza,İstanbul,62.54
2025-03-23,Yemek,Makarna,115.21,5,Mağaza,Ankara,576.05
2025-03-15,Yemek,Makarna,134.98,4,Online,Ankara,539.92
2025-06-10,Atıştırmalık,Tost,51.0,1,Mağaza,Bursa,51.0
2024-12-17,İçecek,Soğuk Kahve,47.05,1,Online,İzmir,47.05
2025-03-30,Yemek,Pizza,174.04,4,Mağaza,İstanbul,696.16
2025-04-16,Yemek,Burger,148.04,5,Mağaza,İstanbul,740.2
2025-05-18,Tatlı,Dondurma,63.51,4,Mağaza,İstanbul,254.04
2025-04-08,Yemek,Burger,137.06,4,Mağaza,Antalya,548.24
2025-04-09,Atıştırmalık,Muffin,40.18,5,Online,İzmir,200.9
2025-01-29,İçecek,Kahve,45.28,2,Mağaza,İstanbul,90.56
2025-01-17,Yemek,Pizza,205.75,3,Mağaza,İstanbul,617.25
2024-12-29,Tatlı,Cheesecake,85.38,4,Online,Ankara,341.52
